Unnamed: 0,"IC50, mM","CC50, mM",SPS,Kappa2,Kappa3,PEOE_VSA8,SMR_VSA4,EState_VSA5,VSA_EState3,VSA_EState4,VSA_EState8,MolLogP,SI
809,43.9992,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
810,29.998894,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
811,22.001646,57.9995,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,2.6361437
812,15.359795,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
813,23.750149,323.5016,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,13.621035
814,34.99871,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
815,2.1989362,100.00041,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
816,24.601877,2000.0082,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
817,43.9992,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,3.0443535
818,12.800511,250.00307,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,19.53071
819,122.100334,349.57736,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,17.621637
820,255.92833,511.85666,32.882355,4.3727503,2.0017705,0.0,5.7336674,0.0,3.4937158,4.9712152,-0.43839246,3.4337502,2.0
821,4.9409947,199.99684,10.434783,7.396277,4.8083634,12.965578,0.0,24.265469,3.4937158,1.5721887,0.4205123,1.8005,3.0443535
822,20.000332,99.998344,18.136364,5.4212956,2.5512667,12.586597,0.0,6.066367,3.4937158,2.9079444,0.85312265,2.2807,4.999834
823,0.030886017,50.00103,28.095238,5.6799684,3.9727907,6.5447564,10.829981,6.066367,22.658794,0.24027088,6.9026475,2.6993,3.0443535
824,5.2585907,199.99695,28.391304,8.143283,4.5705814,24.925325,23.487385,6.923737,3.4937158,5.3997765,5.3865128,-0.13943,38.032425
825,5.2585907,99.998474,28.391304,8.143283,4.5705814,24.925325,23.487385,6.923737,3.4937158,5.3997765,5.3865128,-0.13943,19.016212
826,32.00014,931.9899,13.041667,6.039045,2.643285,17.016043,0.0,0.0,1.023917,3.390496,0.4284519,3.8693,1.0
827,6.9507656,99.99682,9.545455,2.4882667,1.3986303,0.0,5.7336674,0.0,8.764259,4.1505556,0.0,-0.5798,14.386447
828,16.797684,100.79883,9.545455,2.4882667,1.3986303,0.0,5.7336674,0.0,8.764259,4.1505556,0.0,-0.5798,6.0007577
829,1.2999675,99.99819,27.826086,7.760375,4.806105,6.923737,5.7336674,6.923737,3.4937158,5.3952036,0.3707173,3.4337502,3.0443535
830,0.15948676,99.99819,27.826086,7.760375,4.806105,6.923737,5.7336674,6.923737,3.4937158,5.3952036,0.3707173,3.4337502,3.0443535
831,39.998928,299.99533,25.6875,8.297053,3.7204106,17.696186,0.0,24.265469,3.4937158,-0.80117023,-0.70633096,-0.2445,7.5000834
832,54.6403,875.3599,25.6875,8.297053,3.7204106,17.696186,0.0,24.265469,3.4937158,-0.80117023,-0.70633096,-0.2445,16.020409
833,32.00014,861.3524,25.272728,8.42257,3.898784,17.696186,0.0,6.066367,3.4937158,-1.1933187,-0.7401877,-0.5389,0.8
834,42.998726,282.99847,10.956522,4.7337875,2.0417173,11.629819,0.0,6.066367,3.4937158,-1.5476738,0.0,1.6936,6.581555
835,28.93002,199.99913,17.09091,7.7860847,3.8680563,29.680458,0.0,6.066367,3.4937158,-0.018859653,0.0,2.2332,6.913204
836,7.0010223,7.0010223,11.5,7.6425424,4.917892,17.518959,0.0,17.212576,0.88925487,2.8615274,6.8525333,4.8645,1.0
837,172.2641,80.79186,32.19512,11.401847,5.4201493,17.696186,0.0,24.265469,3.4937158,-0.9921934,-1.2492341,3.4337502,0.469
838,134.65329,143.94437,36.865383,5.5228424,2.5672746,17.696186,0.0,24.265469,3.4937158,-1.1226953,-2.034554,3.4337502,1.069
839,53.334187,106.66837,13.902439,10.768184,5.660586,17.696186,0.0,36.3982,3.4937158,0.48527652,0.0,4.7835,2.0
840,32.00014,479.49652,25.6875,8.297053,3.7204106,17.696186,0.0,24.265469,3.4937158,-0.80117023,-0.70633096,-0.2445,0.71666664
841,335.2875,331.0964,31.714285,11.520544,5.306168,17.696186,0.0,6.066367,3.4937158,-1.384342,-1.3074032,3.4337502,0.9875
842,32.00014,425.0989,36.339622,5.5228424,2.5672746,17.696186,0.0,6.066367,3.4937158,-1.6797911,-2.2107222,3.4337502,0.645
843,110.52276,118.811966,39.857143,5.5228424,2.5672746,17.696186,0.0,6.923737,3.4937158,-1.7522657,-0.68543863,3.4337502,1.075
844,0.17938149,0.8802638,23.0,5.5228424,2.5672746,29.905758,29.58953,11.649125,19.57611,2.8378737,15.37671,6.7847,4.9072165
845,35.48961,248.65332,14.9375,7.6542606,3.6891184,17.696186,0.0,24.265469,3.4937158,0.6087258,0.0,2.9113,7.0063696
846,40.098835,299.99445,33.5,11.638933,5.4908376,17.696186,0.0,31.189205,3.4937158,-0.95616734,0.86637884,3.4337502,7.4813757
847,32.00014,630.74927,33.5,11.638933,5.372746,17.696186,0.0,31.189205,3.4937158,-0.8738445,0.7023745,3.4337502,0.75
848,32.00014,417.3817,35.833332,5.5228424,2.5672746,17.696186,0.0,25.308899,3.4937158,-1.5191557,-2.1528971,3.4337502,0.645
849,41.69997,299.99875,16.857143,8.332468,3.5997922,17.19327,0.0,43.508,3.4937158,-0.2805546,-0.48333004,3.1644,7.1942196
850,81.8992,297.29532,33.0,11.758965,5.438723,11.629819,0.0,31.189205,3.4937158,-1.558071,0.62395364,3.4337502,3.630015
851,99.098206,299.9952,32.454544,5.5228424,5.498179,11.629819,0.0,24.265469,3.4937158,-1.750797,-1.604644,3.4337502,3.0272517
852,74.799225,299.99533,25.6875,7.8759646,3.46391,11.629819,0.0,31.189205,3.4937158,-1.3601104,1.4301547,0.4887,4.010674
853,34.99833,293.69745,10.909091,4.589938,1.8738707,11.629819,0.0,24.265469,3.4937158,-1.1555253,0.0,1.988,8.391756
854,6.000184,239.9975,20.40909,5.5228424,2.5672746,24.117006,0.0,19.24253,3.4937158,0.73741627,1.7510345,4.923,3.0443535
855,6.000689,559.9941,19.708334,5.5228424,2.5672746,24.117006,0.0,12.132734,3.4937158,0.7462132,1.837748,6.4834,3.0443535
856,17.99976,29.9996,20.2,5.5228424,2.5672746,24.117006,0.0,25.663353,3.4937158,0.7393829,2.0662153,5.6642,1.6666666
857,2.9995923,119.99873,19.6875,5.5228424,2.5672746,24.117006,0.0,12.132734,3.4937158,0.7452597,2.1184106,6.8345,3.0443535
858,3.0005617,479.99695,19.096153,5.5228424,2.5672746,24.117006,0.0,12.132734,3.4937158,0.75052005,2.1548886,3.4337502,3.0443535
859,13.998986,299.99457,21.25,10.948458,4.962335,24.117006,0.0,19.24253,3.4937158,0.72069705,1.4581829,3.3626,21.429735
860,24.000072,299.99457,21.225,10.852192,5.0272174,24.117006,0.0,19.24253,3.4937158,0.72100925,1.7658817,3.7137,12.499736
861,32.00014,1734.0573,19.083334,5.1095843,3.192037,13.089513,0.0,0.0,0.0,0.0,5.785741,-0.1183,1.7646302
862,2.3910656,131.36458,24.818182,8.901512,5.103401,18.538683,5.7336674,6.923737,2.8409796,6.6776056,7.615276,1.2854,3.0443535
863,42.898636,349.57736,10.769231,7.144363,3.2993202,0.0,0.0,6.263163,2.8146534,1.7369097,0.99718827,3.9606,3.0443535
864,1.6987963,49.999504,10.866667,7.3686137,3.0634906,5.5634513,0.0,22.880903,3.4937158,2.398368,3.8992286,4.2166,29.432314
865,57.60014,345.4987,10.851851,7.55207,3.803168,5.022633,0.0,6.263163,3.4628925,1.6997119,0.9191637,4.614,5.9982266
866,32.00014,1170.0042,10.523809,5.7076707,3.0529013,17.518959,0.0,6.066367,0.86419475,1.1546752,0.41644084,3.3806,1.0
867,32.00014,1114.9781,10.636364,5.9345846,2.956763,17.518959,0.0,6.066367,0.91049105,2.0822458,2.300381,3.68902,1.099608
868,21.399412,20.299704,10.655172,9.06607,4.9342623,10.160106,0.0,0.0,6.883074,2.8512063,1.1412731,5.6867,0.9486103
869,25.79956,25.79956,10.571428,8.539403,4.294281,5.6873865,0.0,0.0,6.8857393,2.867099,1.1702526,4.9242,1.0
870,6.899599,100.000694,28.666666,5.021055,3.0513437,11.930981,10.829981,0.0,22.183643,1.3447528,7.593709,3.5521,14.493696
871,8.499795,26.701712,27.727272,5.5050783,3.380494,18.127825,10.829981,0.0,14.581463,1.1974814,7.4973392,3.619,3.1414537
872,2.1185188,36.79982,28.666666,5.252797,3.3783886,6.5447564,10.829981,4.6999197,14.631854,1.3888167,7.654166,4.2855,17.370543
873,2.4996278,16.201061,27.954546,5.460279,3.4091434,6.5447564,10.829981,23.46952,14.355142,1.0257399,7.4256983,4.4246,6.4813895
874,49.999557,4.1988416,27.954546,5.6601076,3.5548885,11.5673895,10.829981,0.0,15.311958,1.261446,7.5793633,4.9389,0.08397757
875,4.4288583,99.999596,31.0,4.884252,3.4517212,12.7416,10.829981,0.0,13.425187,0.3580369,7.611476,3.0708,22.57909
876,3.3884375,30.4991,28.40909,5.7212443,4.349667,12.7416,10.829981,6.066367,13.13743,-0.7998045,6.9246807,4.0896,9.000933
877,0.22125992,13.500016,28.40909,5.7212443,4.349667,6.5447564,10.829981,12.132734,13.039716,-1.0430112,6.7558036,4.0896,3.0443535
878,0.42848366,36.99916,31.0,4.926251,3.486016,12.232142,10.829981,0.0,13.551923,1.5819584,7.7330036,3.6758,3.0443535
879,0.52159286,6.901348,30.052631,5.336076,3.8669848,6.5447564,10.829981,0.0,14.268384,1.2896427,7.5738583,4.3292,13.231293
880,0.056772016,9.700918,30.052631,5.336076,4.1182685,17.254776,10.829981,0.0,14.2805395,1.3869729,7.613631,4.3292,3.0443535
881,0.4399831,8.1006565,30.052631,5.336076,4.1182685,17.254776,10.829981,0.0,14.294988,1.4426159,7.6398926,4.3292,18.411291
882,0.14902562,6.601518,28.40909,5.7613707,4.1547527,12.232142,10.829981,12.132734,13.010936,-0.7632837,6.634421,4.6946,3.0443535
883,0.041219853,7.8000646,28.40909,5.7613707,4.3838115,12.232142,10.829981,6.066367,13.166451,-0.266011,6.8773313,4.6946,3.0443535
884,0.042878337,6.7004547,27.73913,6.1703444,5.014639,17.254776,10.829981,6.066367,13.198147,-0.5767373,6.7579584,5.348,3.0443535
885,0.013341383,4.399321,29.2,5.5311966,4.095268,17.254776,10.829981,12.132734,13.706692,0.82155573,7.2476916,4.4683,3.0443535
886,0.017151335,2.798526,27.73913,6.1703444,4.7674074,12.232142,10.829981,6.066367,12.851645,-0.59362507,6.78422,5.348,3.0443535
887,0.2496384,46.898975,28.65,5.456571,3.7386055,12.232142,10.829981,0.0,22.43682,1.9159055,7.508445,3.54748,3.0443535
888,99.99941,6.000318,25.36,7.0869246,4.9886622,18.29851,10.829981,0.0,13.78634,1.330206,7.62563,5.4681,0.060003534
889,37.90172,100.00034,28.095238,5.6799684,4.2067795,17.795593,16.563648,0.0,13.495136,6.9054003,7.403228,2.7747,2.638412
890,0.9309499,50.000923,28.318182,5.8534427,4.4622364,18.487911,10.829981,6.2557693,13.471457,0.93734974,7.2927275,3.0793,3.0443535
891,0.21135756,99.999695,28.318182,5.8303785,4.4425807,12.232142,15.968955,6.066367,18.555119,0.8060997,7.194162,2.3232,3.0443535
892,0.08999803,55.00041,27.652174,6.032821,4.8933797,12.232142,15.968955,12.132734,18.242289,0.24068257,6.828223,2.4623,3.0443535
893,0.044332873,8.401079,27.652174,6.2394958,5.0756807,17.254776,15.968955,12.132734,18.857895,0.6111142,7.0747895,2.9766,3.0443535
894,1.3588196,19.500076,26.538462,6.68681,5.3399262,12.232142,15.968955,0.0,18.014471,-1.4779576,6.3384895,3.342,14.350746
895,0.5609596,81.50067,27.652174,6.072824,4.684619,12.232142,15.968955,0.0,18.719566,1.4427838,8.932125,2.63162,3.0443535
896,2.620004,100.000565,26.833334,6.536244,4.615175,12.232142,15.968955,13.176165,18.69904,0.6821445,7.1233554,2.3318,38.168095
897,0.08589494,71.20136,27.652174,6.2394958,4.8261776,12.232142,15.968955,12.132734,18.66874,0.6667572,7.101051,2.9766,3.0443535
898,100.0,100.0,43.105263,4.7553625,1.7616242,5.538925,23.168709,38.52493,0.0,1.195625,4.81713,4.7133,1.0
899,100.0,100.0,43.105263,4.7553625,1.7616242,5.538925,23.168709,38.52493,0.0,1.195625,4.81713,4.7133,1.0
900,6.0006833,100.0,43.105263,4.7553625,1.7616242,5.538925,23.168709,38.52493,0.0,1.195625,4.81713,4.7133,16.664768
901,100.00045,100.00045,50.625,3.4762044,1.3317554,5.538925,29.58953,12.841643,0.0,0.572338,4.913047,3.3989,1.0
902,100.00045,100.00045,50.625,3.4762044,1.3317554,5.538925,29.58953,12.841643,0.0,0.572338,4.913047,3.3989,1.0
903,5.099621,100.00045,50.625,3.4762044,1.3317554,5.538925,29.58953,12.841643,0.0,0.572338,4.913047,3.3989,19.609388
904,5.9984913,100.00045,50.625,3.4762044,1.3317554,5.538925,29.58953,12.841643,0.0,0.572338,4.913047,3.3989,16.670935
905,100.001114,68.00031,57.0,2.1317825,0.86853224,5.538925,28.902376,32.104107,0.0,7.211875,4.8242593,2.55,0.67999554
906,100.001114,68.00031,57.0,2.1317825,0.86853224,5.538925,28.902376,32.104107,0.0,7.211875,4.8242593,2.55,0.67999554
907,15.002119,68.00031,57.0,2.1317825,0.86853224,5.538925,28.902376,32.104107,0.0,7.211875,4.8242593,2.55,4.532714
908,9.999554,100.001114,57.0,2.1317825,0.86853224,5.538925,28.902376,32.104107,0.0,7.211875,4.8242593,2.55,10.000558
909,99.99904,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,1.0
910,99.99904,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,1.0
911,99.99904,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,1.0
912,99.99904,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,1.0
913,4.7019224,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,21.267693
914,7.0022473,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,14.280992
915,1.2007986,99.99904,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,3.0443535
916,1.702337,67.99703,51.0,2.999308,1.08198,5.538925,28.902376,44.94575,0.0,7.5350695,4.7507324,3.3302,3.0443535
917,99.99745,99.99745,46.411766,3.979353,1.53869,5.538925,28.902376,12.132734,0.0,7.706042,4.706019,4.1104,1.0
918,99.99745,99.99745,46.411766,3.979353,1.53869,5.538925,28.902376,12.132734,0.0,7.706042,4.706019,4.1104,1.0
919,99.99745,99.99745,46.411766,3.979353,1.53869,5.538925,28.902376,12.132734,0.0,7.706042,4.706019,4.1104,1.0
920,99.99745,99.99745,46.411766,3.979353,1.53869,5.538925,28.902376,12.132734,0.0,7.706042,4.706019,4.1104,1.0
921,23.401348,499.99466,22.0,3.7253056,1.3902216,0.0,0.0,0.0,0.0,3.3451633,3.8804944,2.90194,21.366062
922,499.98215,499.98215,22.947369,3.229745,1.1291883,0.0,0.0,0.0,0.0,1.2887585,0.0,2.2851,1.0
923,147.89847,314.39978,21.772728,4.194881,1.5204483,0.0,0.0,0.0,0.0,2.384396,4.1372294,3.4085,2.125781
924,6.1993656,40.401733,21.217392,3.9838135,1.4009963,5.3862243,0.0,0.0,1.7957071,1.2791165,0.0,3.4383,6.5170755
925,205.60126,500.00165,21.217392,3.9838135,1.4474145,0.0,0.0,0.0,1.9088585,1.2793243,0.0,3.4383,2.4318998
926,7.5991316,36.29918,20.16,4.8009515,1.8186303,0.0,0.0,0.0,0.0,3.200471,0.0,3.9521,4.7767534
927,499.993,499.993,22.45,3.6106663,1.2631423,5.022633,0.0,6.066367,0.45019317,1.139795,0.0,2.9385,1.0
928,499.99536,499.99536,20.375,4.923245,1.7946554,0.0,0.0,18.1991,0.0,1.0883535,1.9292912,2.4618,1.0
929,100.09659,499.98334,22.45,3.4455223,1.1908318,6.066367,0.0,12.132734,0.0,0.8441104,0.0,2.4242,4.995009
930,25.50145,85.99927,22.0,3.9950173,1.4608872,0.0,0.0,12.132734,0.44144464,0.79435563,0.0,3.5919,3.3723288
931,321.39755,499.9938,21.041666,4.6943893,1.7958025,0.0,0.0,0.0,0.0,4.404817,8.014907,4.02534,1.5556864
932,499.99576,499.99576,20.038462,5.4897656,2.046011,0.0,0.0,20.285963,0.0,1.9820642,4.1037793,3.4257,1.0
933,49.000347,305.29517,22.4,3.386642,1.1652622,11.753754,0.0,0.0,0.0,7.3124733,0.0,1.8673,6.2304697
934,499.99115,499.99115,21.761906,3.8497815,1.399813,6.066367,0.0,7.1097975,0.0,1.1676768,0.0,2.2937,1.0
935,83.19813,499.98874,22.45,3.477394,1.1591593,0.0,0.0,0.0,0.0,2.1523771,1.8549712,2.59352,6.0096154
936,27.800312,376.09293,22.45,3.477394,1.2047194,0.0,0.0,0.0,0.0,2.2782803,1.9104306,2.59352,13.528371
937,32.900665,292.8948,22.45,3.477394,1.2047194,0.0,0.0,0.0,0.0,2.263049,1.8959899,2.59352,8.902397
938,12.8987255,29.199549,20.16,4.8009515,1.7618904,5.5634513,0.0,0.0,0.0,2.9736562,0.0,3.9521,2.2637544
939,30.29906,30.29906,20.16,4.8009515,1.8186303,0.0,0.0,0.0,0.0,3.1611867,0.0,3.9521,1.0
940,173.79672,499.993,22.45,3.6106663,1.2156333,0.0,0.0,0.0,0.31310657,1.0778224,0.0,2.9385,2.8768842
941,25.199356,152.59842,22.45,3.6106663,1.2631423,5.022633,0.0,6.066367,0.42625797,1.1009986,0.0,2.9385,6.055648
942,34.600742,103.299164,21.952381,3.9451709,1.4427973,0.0,0.0,0.0,0.0,2.385677,2.026948,2.8475,2.985461
943,28.10017,111.59792,21.952381,3.9451709,1.4427973,0.0,0.0,0.0,0.0,2.3776217,2.0165431,2.8475,3.9714322
944,30.800856,100.299,21.5,4.435365,1.5768819,0.0,0.0,0.0,0.0,2.4296212,2.085351,3.2376,3.2563705
945,7.099967,370.19727,22.0,3.7253056,1.3404683,0.0,0.0,0.0,0.0,3.2344916,3.8394759,2.90194,3.0443535
946,11.399193,499.99466,22.0,3.7253056,1.3902216,0.0,0.0,0.0,0.0,3.1735194,3.7872074,2.90194,3.0443535
947,186.69702,186.69702,22.0,3.7253056,1.3404683,0.0,0.0,0.0,0.0,3.0302088,3.716748,2.90194,1.0
948,9.798354,80.398506,24.0,3.7690778,1.2790613,0.0,0.0,11.126903,0.0,3.841923,0.0,2.7738,8.205307
949,500.0,500.0,21.59091,3.9734383,1.3681993,0.0,0.0,0.0,0.0,4.332995,5.831345,3.21036,1.0
950,6.29948,500.0,21.59091,3.9734383,1.3681993,0.0,0.0,0.0,0.0,4.1447306,5.742919,3.21036,3.0443535
951,126.39635,253.19658,21.761906,3.8497815,1.3486172,0.0,0.0,7.1097975,0.0,1.1201196,0.0,2.2937,2.0031955
952,4.0101295,2.3699536,23.052631,10.690366,4.9355855,37.622482,5.1014075,10.286134,8.899686,2.9511135,7.1108932,5.2608,0.5909918
953,9.820595,6.230089,21.1,7.4960613,3.308023,6.4208217,5.1014075,5.3862243,10.232774,2.93227,0.0,4.3086,0.63439023
954,4.2710633,3.078863,21.551723,7.2066984,3.386207,11.443455,5.1014075,0.0,10.828604,2.9074402,0.0,4.9534,0.7208657
955,141.66023,74.37999,18.634146,11.09384,5.4042683,12.108208,5.1014075,0.0,10.26647,4.3990464,1.5905862,5.96812,0.52505904
956,54.469704,13.349453,18.9,10.790397,5.1989107,17.13084,5.1014075,0.0,10.8238735,4.3714943,1.5871218,6.61292,0.24508032
957,119.64053,25.640675,18.634146,11.2676,5.5062184,17.13084,5.1014075,0.0,10.725449,3.2143235,-0.39494696,6.3131,0.21431428
958,13.700032,6.5999193,21.34091,5.5228424,5.825031,39.144604,5.1014075,15.849586,8.27922,4.256509,4.623967,5.7963,0.4817448
959,208.99435,1265.9739,48.0,2.228786,0.8777059,6.041841,23.487385,25.683287,0.0,5.884213,2.1719906,1.7698,6.057455
960,0.2989318,99.99905,36.090908,4.9334536,2.2396932,18.15005,17.753717,38.52493,10.2161255,1.4404738,0.84824926,4.4615,3.0443535
961,0.2989318,99.99905,36.090908,4.9334536,2.2396932,18.15005,17.753717,38.52493,10.2161255,1.4404738,0.84824926,4.4615,3.0443535
962,30.9997,48.0001,50.517242,5.732413,2.1447244,5.4149904,5.9179063,5.5731044,10.088226,0.121850014,8.557354,4.2118,1.5484053
963,12.671474,199.99927,10.2,5.96788,3.412578,12.108208,0.0,36.3982,3.4937158,1.2802403,0.4066716,1.7759,15.783424
964,18.000145,249.99942,13.275862,8.758565,4.4914036,21.660076,0.0,16.213934,6.966956,2.0984094,0.0,5.57,13.888744
965,90.00063,250.00366,13.275862,8.528037,4.194096,11.073991,0.0,29.535887,6.038224,1.3881347,0.0,5.0557,2.777799
966,155.79498,349.57736,53.454544,1.8200897,0.6583905,0.0,16.747887,12.841643,9.814236,0.6012731,6.895278,2.1935,13.754245
967,263.2161,1597.7177,48.0,2.228786,0.8777059,6.041841,23.487385,25.683287,0.0,5.884213,2.1719906,1.7698,6.0699844
968,9.299909,99.99969,15.148936,5.5228424,2.5672746,32.72378,0.0,7.1097975,5.7069244,0.7697327,7.303882,4.8228,10.75276
969,1.9007466,99.99954,15.104167,5.5228424,2.5672746,32.72378,0.0,24.14244,5.605155,0.3245535,6.836201,4.9619,3.0443535
970,99.999405,67.99942,14.938775,5.5228424,2.5672746,44.955925,0.0,7.1097975,9.0583515,0.81573194,7.6418114,4.7347,0.6799982
971,99.99892,84.99917,15.8,5.5228424,2.5672746,26.179026,0.0,7.1097975,8.328616,0.046348877,7.2265806,2.9102,0.8500009
972,14.000254,25.000706,15.731708,5.5228424,2.5672746,33.226696,0.0,12.009707,5.5362163,0.09858279,7.2823143,3.2524,1.7857323
973,99.999176,52.999004,16.227272,5.5228424,2.5672746,32.220867,0.0,12.673249,5.693291,0.08263962,11.16538,4.4211,0.5299944
974,99.999664,55.99907,17.302326,5.5228424,2.5672746,32.220867,0.0,12.673249,5.7006607,0.17899635,7.422463,3.785,0.55999255
975,99.998886,99.998886,16.108696,5.5228424,2.5672746,32.72378,5.9179063,5.5634513,6.0761127,1.2561482,11.965967,6.3058,1.0
976,6.299867,99.99984,15.282609,5.5228424,2.5672746,32.72378,5.7336674,4.8999095,5.661863,6.3395877,7.2790985,4.1351,15.873325
977,5.799378,57.99898,18.047619,5.5228424,2.5672746,37.635857,0.0,5.5634513,6.0847178,-0.025329383,13.464441,5.0629,10.000896
978,5.0998354,99.999344,17.466667,5.5228424,2.5672746,32.220867,5.9179063,5.5634513,6.0909586,2.0902464,6.6461954,5.6697,19.608347
979,2.0007691,8.100402,16.456522,5.5228424,2.5672746,32.220867,0.0,12.673249,5.7217703,1.742718,2.2452018,4.1867,4.0486445
980,29.00008,34.000248,53.0625,6.339751,2.2692382,17.250803,5.9179063,12.682902,0.0,0.60344905,8.936377,4.136,1.1724192
981,3.2008512,3.5006492,50.96875,7.3177285,2.6632338,17.250803,5.9179063,12.682902,25.040636,1.9518199,9.150577,5.2017,1.093662
982,27.00067,33.999428,48.82353,7.411177,2.6919203,30.092445,5.9179063,12.682902,0.0,0.98733336,10.496405,5.3228,1.2592068
983,2.899088,2.899088,48.914288,7.800577,2.8997846,23.671625,5.9179063,0.0,14.220117,2.0344007,10.573795,5.5839,1.0
984,99.99837,99.99837,56.903225,6.154931,2.1761272,18.256634,5.9179063,12.841643,0.0,-0.22245122,9.3567915,5.181,1.0
985,2.8991191,123.19724,41.5,4.3224115,2.083369,16.960829,17.753717,47.18849,3.9464815,0.5051748,1.0718518,4.569,3.0443535
986,3.280386,31.770685,12.193548,8.454945,5.8054085,24.03627,0.0,6.1968436,3.7883842,1.3974497,0.0,3.9917,9.685045
987,3.790553,15.320151,30.8,5.5228424,2.5672746,0.0,0.0,12.132734,0.0,0.0,4.160013,3.4337502,4.0416665
988,96.19874,141.46873,17.142857,5.5228424,5.8318386,29.506088,12.040076,34.860558,3.2060668,4.455933,5.737616,7.59252,1.4705882
989,36.11934,157.0406,17.818182,11.451689,4.804541,23.80905,12.040076,34.860558,3.2300186,3.742197,1.8901001,6.32452,4.347826
990,3.7992601,9.400455,43.757576,8.125777,3.1456423,5.4149904,5.9179063,26.902496,0.0,0.17345047,8.7390585,4.5628,2.4742856
991,32.00035,32.998993,49.366665,6.17009,2.2582254,17.250803,5.9179063,17.725145,10.136285,0.27687955,8.667709,4.8364,1.0312072
992,5.499475,5.499475,48.064518,6.6493244,2.508367,17.250803,5.9179063,18.758923,0.0,0.65378153,8.934726,4.9248,1.0
993,3.0993462,3.8010435,47.484848,7.051885,2.5187013,11.332896,5.9179063,19.7927,0.0,-0.53413063,8.845347,4.8989,1.2264017
994,30.998976,33.99923,47.969696,7.1782794,2.5739074,17.753717,5.9179063,19.7927,0.0,-0.1964223,8.926288,5.1229,1.0967855
995,31.998674,34.99882,50.18182,7.3202643,2.6362054,5.9179063,5.9179063,19.7927,11.4124365,0.10730172,9.018364,4.9147,1.0937585
996,31.000103,34.99965,49.133335,6.198453,2.219273,5.4149904,5.9179063,12.682902,0.0,0.49875197,8.82437,4.3002,1.1290172
997,31.999933,33.999416,44.54286,7.9087424,3.1471362,10.829981,5.9179063,12.682902,2.9230485,0.1625243,10.378794,3.8049,1.0624839
998,30.999884,33.99946,41.973682,9.6686735,3.8227446,10.829981,5.9179063,12.682902,3.0816596,0.13979886,8.774745,4.5381,1.0967609
999,31.998959,32.999645,39.0,10.369092,4.164473,11.835813,5.9179063,28.43919,0.0,-2.7855935,7.488627,3.3649,1.0312724
1000,99.999535,99.999535,48.580647,6.776167,2.5665991,30.092445,5.9179063,12.682902,0.0,0.7769987,8.9999485,5.1488,1.0
